N,Time (s),Memory (KB),Passes
10,0.0,11984.0,1.0
20,0.0,18812.0,1.0
30,0.0,25940.0,1.0
40,0.0,32760.0,1.0
50,0.0,39740.0,1.0
60,0.0,46244.0,1.0
70,0.0,53140.0,1.0
80,0.0,60000.0,1.0
90,0.0,66980.0,1.0
100,0.0,73712.0,1.0
150,0.0,107500.0,1.0
200,0.0,144136.0,1.0
250,0.0,179276.0,1.0
300,0.0,214456.0,1.0
350,0.0,248360.0,1.0
400,0.0,283148.0,1.0
450,0.0,318812.0,1.0
500,0.0,352344.0,1.0
600,0.0,418384.0,1.0
700,0.0,487424.0,1.0
800,0.0,558088.0,1.0
900,0.0,627900.0,1.0
1000,0.0,698944.0,1.0
1200,0.01,4868.0,1.0
1400,0.01,5216.0,1.0
1600,0.01,5124.0,1.0
1800,0.01,5700.0,1.0
2000,0.01,6048.0,1.0
2500,0.02,6356.0,1.0
3000,0.02,6752.0,1.0
3500,0.02,7480.0,1.0
4000,0.03,8084.0,1.0
4500,0.03,8880.0,1.0
5000,0.06,9380.0,1.0
6000,0.05,10376.0,1.0
7000,0.07,12152.0,1.0
8000,0.08,14156.0,1.0
9000,0.09,14376.0,1.0
10000,0.06,15032.0,1.0
