N,Time (s),Memory (KB),Passes
10,0.0,3072.0,2.0
20,0.0,3072.0,3.0
30,0.0,3072.0,3.06
40,0.0,3072.0,3.06
50,0.0,3072.0,3.07
60,0.0,3072.0,3.14
70,0.0,3072.0,3.15
80,0.0,3072.0,3.14
90,0.0,3072.0,3.23
100,0.0,3072.0,3.15
150,0.0,3072.0,3.37
200,0.0,3072.0,3.3
250,0.0,3072.0,3.43
300,0.0,3072.0,3.47
350,0.0,3072.0,3.54
400,0.01,3072.0,3.6
450,0.01,3072.0,3.64
500,0.01,3072.0,3.72
600,0.01,3072.0,3.65
700,0.01,3072.0,3.76
800,0.01,3072.0,3.75
900,0.01,3072.0,3.8
1000,0.02,3072.0,3.81
1200,0.02,3072.0,3.88
1400,0.03,3072.0,3.9
1600,0.03,4096.0,3.88
1800,0.04,4096.0,3.87
2000,0.04,4096.0,3.97
2500,0.05,4096.0,3.94
3000,0.07,4096.0,3.97
3500,0.08,5120.0,4.04
4000,0.1,5120.0,4.09
4500,0.11,5120.0,4.03
5000,0.13,5120.0,4.0
6000,0.18,6144.0,4.03
7000,0.23,6144.0,4.04
8000,0.3,7168.0,4.07
9000,0.29,8192.0,4.07
10000,0.33,8192.0,4.15
