N,Time (s),Memory (KB),Passes
10,0.0,12064.0,1.0
20,0.0,19136.0,1.0
30,0.0,25968.0,1.0
40,0.0,32976.0,1.0
50,0.0,40032.0,1.0
60,0.0,46432.0,1.0
70,0.0,53444.0,1.0
80,0.0,60140.0,1.0
90,0.0,67212.0,1.0
100,0.0,73916.0,1.0
150,0.0,107784.0,1.0
200,0.0,144384.0,1.0
250,0.0,179540.0,1.0
300,0.0,214536.0,1.0
350,0.0,248584.0,1.0
400,0.0,283532.0,1.0
450,0.0,319040.0,1.0
500,0.0,352416.0,1.0
600,0.0,418520.0,1.0
700,0.0,487584.0,1.0
800,0.0,558292.0,1.0
900,0.0,627980.0,1.0
1000,0.0,699160.0,1.0
1200,0.01,5124.0,1.0
1400,0.01,5464.0,1.0
1600,0.01,5516.0,1.0
1800,0.01,5752.0,1.0
2000,0.01,6148.0,1.0
2500,0.02,6484.0,1.0
3000,0.02,7032.0,1.0
3500,0.03,7544.0,1.0
4000,0.03,8352.0,1.0
4500,0.04,9084.0,1.0
5000,0.04,9520.0,1.0
6000,0.05,10580.0,1.0
7000,0.07,12256.0,1.0
8000,0.07,14184.0,1.0
9000,0.09,14348.0,1.0
10000,0.06,15008.0,1.0
